Year,State,State ANSI,Ag District Code,County,County ANSI,Commodity,Data Item,Value
2021,ILLINOIS,17,40,DE WITT,39,CORN,CORN - ACRES PLANTED,"100,300"
2021,ILLINOIS,17,40,DE WITT,39,CORN,"CORN, GRAIN - ACRES HARVESTED","99,000"
2021,ILLINOIS,17,40,DE WITT,39,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","20,711,000"
2021,ILLINOIS,17,40,DE WITT,39,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",209.2
2021,ILLINOIS,17,40,DE WITT,39,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",500
2021,ILLINOIS,17,40,DE WITT,39,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","1,390"
2021,ILLINOIS,17,40,DE WITT,39,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",2.8
2021,ILLINOIS,17,40,DE WITT,39,SOYBEANS,SOYBEANS - ACRES HARVESTED,"103,700"
2021,ILLINOIS,17,40,DE WITT,39,SOYBEANS,SOYBEANS - ACRES PLANTED,"104,500"
2021,ILLINOIS,17,40,DE WITT,39,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","7,218,000"
2021,ILLINOIS,17,40,DE WITT,39,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",69.6
2021,ILLINOIS,17,40,LOGAN,107,CORN,CORN - ACRES PLANTED,"167,500"
2021,ILLINOIS,17,40,LOGAN,107,CORN,"CORN, GRAIN - ACRES HARVESTED","165,100"
2021,ILLINOIS,17,40,LOGAN,107,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","34,588,000"
2021,ILLINOIS,17,40,LOGAN,107,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",209.5
2021,ILLINOIS,17,40,LOGAN,107,WHEAT,"WHEAT, WINTER - ACRES HARVESTED","1,460"
2021,ILLINOIS,17,40,LOGAN,107,WHEAT,"WHEAT, WINTER - ACRES PLANTED","1,600"
2021,ILLINOIS,17,40,LOGAN,107,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU","130,000"
2021,ILLINOIS,17,40,LOGAN,107,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",89
2021,ILLINOIS,17,40,MACON,115,CORN,CORN - ACRES PLANTED,"135,000"
2021,ILLINOIS,17,40,MACON,115,CORN,"CORN, GRAIN - ACRES HARVESTED","133,200"
2021,ILLINOIS,17,40,MACON,115,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","29,451,000"
2021,ILLINOIS,17,40,MACON,115,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",221.1
2021,ILLINOIS,17,40,MACON,115,SOYBEANS,SOYBEANS - ACRES HARVESTED,"144,200"
2021,ILLINOIS,17,40,MACON,115,SOYBEANS,SOYBEANS - ACRES PLANTED,"145,500"
2021,ILLINOIS,17,40,MACON,115,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","10,570,000"
2021,ILLINOIS,17,40,MACON,115,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",73.3
2021,ILLINOIS,17,40,MACON,115,WHEAT,"WHEAT, WINTER - ACRES HARVESTED","1,910"
2021,ILLINOIS,17,40,MACON,115,WHEAT,"WHEAT, WINTER - ACRES PLANTED","2,100"
2021,ILLINOIS,17,40,MACON,115,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU","166,000"
2021,ILLINOIS,17,40,MACON,115,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",86.9
2021,ILLINOIS,17,40,MARSHALL,123,CORN,CORN - ACRES PLANTED,"94,400"
2021,ILLINOIS,17,40,MARSHALL,123,CORN,"CORN, GRAIN - ACRES HARVESTED","93,200"
2021,ILLINOIS,17,40,MARSHALL,123,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","19,991,000"
2021,ILLINOIS,17,40,MARSHALL,123,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",214.5
2021,ILLINOIS,17,40,MARSHALL,123,HAY,"HAY, ALFALFA - ACRES HARVESTED","2,460"
2021,ILLINOIS,17,40,MARSHALL,123,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","11,800"
2021,ILLINOIS,17,40,MARSHALL,123,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.8
2021,ILLINOIS,17,40,MASON,125,CORN,CORN - ACRES PLANTED,"118,000"
2021,ILLINOIS,17,40,MASON,125,CORN,"CORN, GRAIN - ACRES HARVESTED","116,300"
2021,ILLINOIS,17,40,MASON,125,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","22,958,000"
2021,ILLINOIS,17,40,MASON,125,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",197.4
2021,ILLINOIS,17,40,MASON,125,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",500
2021,ILLINOIS,17,40,MASON,125,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","1,440"
2021,ILLINOIS,17,40,MASON,125,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",2.9
2021,ILLINOIS,17,40,MASON,125,SOYBEANS,SOYBEANS - ACRES HARVESTED,"93,700"
2021,ILLINOIS,17,40,MASON,125,SOYBEANS,SOYBEANS - ACRES PLANTED,"94,400"
2021,ILLINOIS,17,40,MASON,125,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","5,987,000"
2021,ILLINOIS,17,40,MASON,125,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.9
2021,ILLINOIS,17,40,MASON,125,WHEAT,"WHEAT, WINTER - ACRES HARVESTED","2,750"
2021,ILLINOIS,17,40,MASON,125,WHEAT,"WHEAT, WINTER - ACRES PLANTED","3,200"
2021,ILLINOIS,17,40,MASON,125,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU","218,000"
2021,ILLINOIS,17,40,MASON,125,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",79.3
2021,ILLINOIS,17,40,MCLEAN,113,CORN,CORN - ACRES PLANTED,"316,000"
2021,ILLINOIS,17,40,MCLEAN,113,CORN,"CORN, GRAIN - ACRES HARVESTED","313,000"
2021,ILLINOIS,17,40,MCLEAN,113,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","64,380,000"
2021,ILLINOIS,17,40,MCLEAN,113,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",205.7
2021,ILLINOIS,17,40,MCLEAN,113,SOYBEANS,SOYBEANS - ACRES HARVESTED,"303,500"
2021,ILLINOIS,17,40,MCLEAN,113,SOYBEANS,SOYBEANS - ACRES PLANTED,"306,000"
2021,ILLINOIS,17,40,MCLEAN,113,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","20,182,000"
2021,ILLINOIS,17,40,MCLEAN,113,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",66.5
2021,ILLINOIS,17,40,MENARD,129,CORN,CORN - ACRES PLANTED,"76,400"
2021,ILLINOIS,17,40,MENARD,129,CORN,"CORN, GRAIN - ACRES HARVESTED","75,400"
2021,ILLINOIS,17,40,MENARD,129,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","15,155,000"
2021,ILLINOIS,17,40,MENARD,129,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",201
2021,ILLINOIS,17,40,MENARD,129,SOYBEANS,SOYBEANS - ACRES HARVESTED,"65,800"
2021,ILLINOIS,17,40,MENARD,129,SOYBEANS,SOYBEANS - ACRES PLANTED,"66,300"
2021,ILLINOIS,17,40,MENARD,129,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","4,251,000"
2021,ILLINOIS,17,40,MENARD,129,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",64.6
2021,ILLINOIS,17,40,MENARD,129,WHEAT,"WHEAT, WINTER - ACRES HARVESTED","1,180"
2021,ILLINOIS,17,40,MENARD,129,WHEAT,"WHEAT, WINTER - ACRES PLANTED","1,300"
2021,ILLINOIS,17,40,MENARD,129,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU","104,000"
2021,ILLINOIS,17,40,MENARD,129,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",88.1
2021,ILLINOIS,17,40,PEORIA,143,CORN,CORN - ACRES PLANTED,"102,500"
2021,ILLINOIS,17,40,PEORIA,143,CORN,"CORN, GRAIN - ACRES HARVESTED","101,200"
2021,ILLINOIS,17,40,PEORIA,143,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","21,758,000"
2021,ILLINOIS,17,40,PEORIA,143,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",215
2021,ILLINOIS,17,40,PEORIA,143,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",700
2021,ILLINOIS,17,40,PEORIA,143,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",980
2021,ILLINOIS,17,40,PEORIA,143,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",1.4
2021,ILLINOIS,17,40,PEORIA,143,HAY,"HAY, ALFALFA - ACRES HARVESTED","4,800"
2021,ILLINOIS,17,40,PEORIA,143,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","16,900"
2021,ILLINOIS,17,40,PEORIA,143,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.5
2021,ILLINOIS,17,40,PEORIA,143,SOYBEANS,SOYBEANS - ACRES HARVESTED,"85,900"
2021,ILLINOIS,17,40,PEORIA,143,SOYBEANS,SOYBEANS - ACRES PLANTED,"86,600"
2021,ILLINOIS,17,40,PEORIA,143,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","5,893,000"
2021,ILLINOIS,17,40,PEORIA,143,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",68.6
2021,ILLINOIS,17,40,PEORIA,143,WHEAT,"WHEAT, WINTER - ACRES HARVESTED","1,090"
2021,ILLINOIS,17,40,PEORIA,143,WHEAT,"WHEAT, WINTER - ACRES PLANTED","1,200"
2021,ILLINOIS,17,40,PEORIA,143,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU","85,800"
2021,ILLINOIS,17,40,PEORIA,143,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",78.7
2021,ILLINOIS,17,40,STARK,175,CORN,CORN - ACRES PLANTED,"86,100"
2021,ILLINOIS,17,40,STARK,175,CORN,"CORN, GRAIN - ACRES HARVESTED","85,000"
2021,ILLINOIS,17,40,STARK,175,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","18,462,000"
2021,ILLINOIS,17,40,STARK,175,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",217.2
2021,ILLINOIS,17,40,STARK,175,SOYBEANS,SOYBEANS - ACRES HARVESTED,"66,900"
2021,ILLINOIS,17,40,STARK,175,SOYBEANS,SOYBEANS - ACRES PLANTED,"67,400"
2021,ILLINOIS,17,40,STARK,175,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","4,616,000"
2021,ILLINOIS,17,40,STARK,175,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",69
2021,ILLINOIS,17,40,STARK,175,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",550
2021,ILLINOIS,17,40,STARK,175,WHEAT,"WHEAT, WINTER - ACRES PLANTED",600
2021,ILLINOIS,17,40,STARK,175,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU","48,200"
2021,ILLINOIS,17,40,STARK,175,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",87.6
2021,ILLINOIS,17,40,TAZEWELL,179,CORN,CORN - ACRES PLANTED,"143,000"
2021,ILLINOIS,17,40,TAZEWELL,179,CORN,"CORN, GRAIN - ACRES HARVESTED","141,100"
2021,ILLINOIS,17,40,TAZEWELL,179,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","28,897,000"
2021,ILLINOIS,17,40,TAZEWELL,179,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",204.8
2021,ILLINOIS,17,40,TAZEWELL,179,HAY,"HAY, ALFALFA - ACRES HARVESTED","2,780"
2021,ILLINOIS,17,40,TAZEWELL,179,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","11,600"
2021,ILLINOIS,17,40,TAZEWELL,179,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.15
2021,ILLINOIS,17,40,TAZEWELL,179,SOYBEANS,SOYBEANS - ACRES HARVESTED,"120,400"
2021,ILLINOIS,17,40,TAZEWELL,179,SOYBEANS,SOYBEANS - ACRES PLANTED,"121,500"
2021,ILLINOIS,17,40,TAZEWELL,179,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","8,392,000"
2021,ILLINOIS,17,40,TAZEWELL,179,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",69.7
2021,ILLINOIS,17,40,TAZEWELL,179,WHEAT,"WHEAT, WINTER - ACRES HARVESTED","3,110"
2021,ILLINOIS,17,40,TAZEWELL,179,WHEAT,"WHEAT, WINTER - ACRES PLANTED","3,400"
2021,ILLINOIS,17,40,TAZEWELL,179,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU","257,000"
2021,ILLINOIS,17,40,TAZEWELL,179,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",82.6
2021,ILLINOIS,17,40,WOODFORD,203,CORN,CORN - ACRES PLANTED,"117,500"
2021,ILLINOIS,17,40,WOODFORD,203,CORN,"CORN, GRAIN - ACRES HARVESTED","116,000"
2021,ILLINOIS,17,40,WOODFORD,203,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","25,543,000"
2021,ILLINOIS,17,40,WOODFORD,203,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",220.2
2021,ILLINOIS,17,40,WOODFORD,203,SOYBEANS,SOYBEANS - ACRES HARVESTED,"120,000"
2021,ILLINOIS,17,40,WOODFORD,203,SOYBEANS,SOYBEANS - ACRES PLANTED,"121,000"
2021,ILLINOIS,17,40,WOODFORD,203,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","8,100,000"
2021,ILLINOIS,17,40,WOODFORD,203,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",67.5
2021,ILLINOIS,17,40,WOODFORD,203,WHEAT,"WHEAT, WINTER - ACRES HARVESTED","3,910"
2021,ILLINOIS,17,40,WOODFORD,203,WHEAT,"WHEAT, WINTER - ACRES PLANTED","4,300"
2021,ILLINOIS,17,40,WOODFORD,203,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU","307,000"
2021,ILLINOIS,17,40,WOODFORD,203,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",78.5
2021,ILLINOIS,17,50,CHAMPAIGN,19,CORN,CORN - ACRES PLANTED,"264,500"
2021,ILLINOIS,17,50,CHAMPAIGN,19,CORN,"CORN, GRAIN - ACRES HARVESTED","262,000"
2021,ILLINOIS,17,50,CHAMPAIGN,19,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","58,269,000"
2021,ILLINOIS,17,50,CHAMPAIGN,19,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",222.4
2021,ILLINOIS,17,50,CHAMPAIGN,19,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",500
2021,ILLINOIS,17,50,CHAMPAIGN,19,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","1,420"
2021,ILLINOIS,17,50,CHAMPAIGN,19,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",2.85
2021,ILLINOIS,17,50,CHAMPAIGN,19,SOYBEANS,SOYBEANS - ACRES HARVESTED,"263,000"
2021,ILLINOIS,17,50,CHAMPAIGN,19,SOYBEANS,SOYBEANS - ACRES PLANTED,"265,000"
2021,ILLINOIS,17,50,CHAMPAIGN,19,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","19,515,000"
2021,ILLINOIS,17,50,CHAMPAIGN,19,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",74.2
2021,ILLINOIS,17,50,FORD,53,CORN,CORN - ACRES PLANTED,"135,000"
2021,ILLINOIS,17,50,FORD,53,CORN,"CORN, GRAIN - ACRES HARVESTED","133,300"
2021,ILLINOIS,17,50,FORD,53,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","26,527,000"
2021,ILLINOIS,17,50,FORD,53,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",199
2021,ILLINOIS,17,50,FORD,53,HAY,"HAY, ALFALFA - ACRES HARVESTED",710
2021,ILLINOIS,17,50,FORD,53,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,740"
2021,ILLINOIS,17,50,FORD,53,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.85
2021,ILLINOIS,17,50,FORD,53,SOYBEANS,SOYBEANS - ACRES HARVESTED,"134,300"
2021,ILLINOIS,17,50,FORD,53,SOYBEANS,SOYBEANS - ACRES PLANTED,"135,500"
2021,ILLINOIS,17,50,FORD,53,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","8,837,000"
2021,ILLINOIS,17,50,FORD,53,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",65.8
2021,ILLINOIS,17,50,IROQUOIS,75,CORN,CORN - ACRES PLANTED,"317,000"
2021,ILLINOIS,17,50,IROQUOIS,75,CORN,"CORN, GRAIN - ACRES HARVESTED","314,000"
2021,ILLINOIS,17,50,IROQUOIS,75,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","60,979,000"
2021,ILLINOIS,17,50,IROQUOIS,75,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",194.2
2021,ILLINOIS,17,50,IROQUOIS,75,OATS,OATS - ACRES HARVESTED,120
2021,ILLINOIS,17,50,IROQUOIS,75,OATS,OATS - ACRES PLANTED,600
2021,ILLINOIS,17,50,IROQUOIS,75,OATS,"OATS - PRODUCTION, MEASURED IN BU","10,600"
2021,ILLINOIS,17,50,IROQUOIS,75,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",88.3
2021,ILLINOIS,17,50,IROQUOIS,75,SOYBEANS,SOYBEANS - ACRES HARVESTED,"288,500"
2021,ILLINOIS,17,50,IROQUOIS,75,SOYBEANS,SOYBEANS - ACRES PLANTED,"291,000"
2021,ILLINOIS,17,50,IROQUOIS,75,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","16,416,000"
2021,ILLINOIS,17,50,IROQUOIS,75,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.9
2021,ILLINOIS,17,50,IROQUOIS,75,WHEAT,"WHEAT, WINTER - ACRES HARVESTED","6,440"
2021,ILLINOIS,17,50,IROQUOIS,75,WHEAT,"WHEAT, WINTER - ACRES PLANTED","7,100"
2021,ILLINOIS,17,50,IROQUOIS,75,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU","515,000"
2021,ILLINOIS,17,50,IROQUOIS,75,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",80
2021,ILLINOIS,17,50,KANKAKEE,91,CORN,CORN - ACRES PLANTED,"175,500"
2021,ILLINOIS,17,50,KANKAKEE,91,CORN,"CORN, GRAIN - ACRES HARVESTED","173,300"
2021,ILLINOIS,17,50,KANKAKEE,91,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","33,100,000"
2021,ILLINOIS,17,50,KANKAKEE,91,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191
2021,ILLINOIS,17,50,KANKAKEE,91,HAY,"HAY, ALFALFA - ACRES HARVESTED","4,190"
2021,ILLINOIS,17,50,KANKAKEE,91,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","18,100"
2021,ILLINOIS,17,50,KANKAKEE,91,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.3
2021,ILLINOIS,17,50,KANKAKEE,91,SOYBEANS,SOYBEANS - ACRES HARVESTED,"137,300"
2021,ILLINOIS,17,50,KANKAKEE,91,SOYBEANS,SOYBEANS - ACRES PLANTED,"138,500"
2021,ILLINOIS,17,50,KANKAKEE,91,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","8,362,000"
2021,ILLINOIS,17,50,KANKAKEE,91,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.9
2021,ILLINOIS,17,50,KANKAKEE,91,WHEAT,"WHEAT, WINTER - ACRES HARVESTED","5,310"
2021,ILLINOIS,17,50,KANKAKEE,91,WHEAT,"WHEAT, WINTER - ACRES PLANTED","5,800"
2021,ILLINOIS,17,50,KANKAKEE,91,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU","476,000"
2021,ILLINOIS,17,50,KANKAKEE,91,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",89.6
2021,ILLINOIS,17,50,LIVINGSTON,105,CORN,CORN - ACRES PLANTED,"289,000"
2021,ILLINOIS,17,50,LIVINGSTON,105,CORN,"CORN, GRAIN - ACRES HARVESTED","286,500"
2021,ILLINOIS,17,50,LIVINGSTON,105,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","59,735,000"
2021,ILLINOIS,17,50,LIVINGSTON,105,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",208.5
2021,ILLINOIS,17,50,LIVINGSTON,105,OATS,OATS - ACRES HARVESTED,620
2021,ILLINOIS,17,50,LIVINGSTON,105,OATS,OATS - ACRES PLANTED,"1,600"
2021,ILLINOIS,17,50,LIVINGSTON,105,OATS,"OATS - PRODUCTION, MEASURED IN BU","51,700"
2021,ILLINOIS,17,50,LIVINGSTON,105,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",83.4
2021,ILLINOIS,17,50,LIVINGSTON,105,SOYBEANS,SOYBEANS - ACRES HARVESTED,"284,000"
2021,ILLINOIS,17,50,LIVINGSTON,105,SOYBEANS,SOYBEANS - ACRES PLANTED,"286,000"
2021,ILLINOIS,17,50,LIVINGSTON,105,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","18,517,000"
2021,ILLINOIS,17,50,LIVINGSTON,105,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",65.2
2021,ILLINOIS,17,50,LIVINGSTON,105,WHEAT,"WHEAT, WINTER - ACRES HARVESTED","6,280"
2021,ILLINOIS,17,50,LIVINGSTON,105,WHEAT,"WHEAT, WINTER - ACRES PLANTED","6,900"
2021,ILLINOIS,17,50,LIVINGSTON,105,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU","547,000"
2021,ILLINOIS,17,50,LIVINGSTON,105,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",87.1
2021,ILLINOIS,17,50,PIATT,147,CORN,CORN - ACRES PLANTED,"124,000"
2021,ILLINOIS,17,50,PIATT,147,CORN,"CORN, GRAIN - ACRES HARVESTED","122,400"
2021,ILLINOIS,17,50,PIATT,147,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","26,047,000"
2021,ILLINOIS,17,50,PIATT,147,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",212.8
2021,ILLINOIS,17,50,PIATT,147,SOYBEANS,SOYBEANS - ACRES HARVESTED,"118,500"
2021,ILLINOIS,17,50,PIATT,147,SOYBEANS,SOYBEANS - ACRES PLANTED,"119,500"
2021,ILLINOIS,17,50,PIATT,147,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","9,018,000"
2021,ILLINOIS,17,50,PIATT,147,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",76.1
2021,ILLINOIS,17,50,PIATT,147,WHEAT,"WHEAT, WINTER - ACRES HARVESTED","1,180"
2021,ILLINOIS,17,50,PIATT,147,WHEAT,"WHEAT, WINTER - ACRES PLANTED","1,300"
2021,ILLINOIS,17,50,PIATT,147,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU","97,400"
2021,ILLINOIS,17,50,PIATT,147,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",82.5
2021,ILLINOIS,17,50,VERMILION,183,CORN,CORN - ACRES PLANTED,"213,000"
2021,ILLINOIS,17,50,VERMILION,183,CORN,"CORN, GRAIN - ACRES HARVESTED","210,500"
2021,ILLINOIS,17,50,VERMILION,183,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","41,447,000"
2021,ILLINOIS,17,50,VERMILION,183,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.9
2021,ILLINOIS,17,50,VERMILION,183,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED","2,110"
2021,ILLINOIS,17,50,VERMILION,183,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","4,070"
2021,ILLINOIS,17,50,VERMILION,183,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",1.95
2021,ILLINOIS,17,50,VERMILION,183,SOYBEANS,SOYBEANS - ACRES HARVESTED,"212,000"
2021,ILLINOIS,17,50,VERMILION,183,SOYBEANS,SOYBEANS - ACRES PLANTED,"214,000"
2021,ILLINOIS,17,50,VERMILION,183,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","14,056,000"
2021,ILLINOIS,17,50,VERMILION,183,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",66.3
2021,ILLINOIS,17,50,VERMILION,183,WHEAT,"WHEAT, WINTER - ACRES HARVESTED","4,660"
2021,ILLINOIS,17,50,VERMILION,183,WHEAT,"WHEAT, WINTER - ACRES PLANTED","5,100"
2021,ILLINOIS,17,50,VERMILION,183,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU","425,000"
2021,ILLINOIS,17,50,VERMILION,183,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",91.2
2021,ILLINOIS,17,70,CLARK,23,CORN,CORN - ACRES PLANTED,"90,700"
2021,ILLINOIS,17,70,CLARK,23,CORN,"CORN, GRAIN - ACRES HARVESTED","89,500"
2021,ILLINOIS,17,70,CLARK,23,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","18,365,000"
2021,ILLINOIS,17,70,CLARK,23,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",205.2
2021,ILLINOIS,17,70,CLARK,23,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED","2,380"
2021,ILLINOIS,17,70,CLARK,23,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","6,200"
2021,ILLINOIS,17,70,CLARK,23,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",2.6
2021,ILLINOIS,17,70,CLARK,23,SOYBEANS,SOYBEANS - ACRES HARVESTED,"97,700"
2021,ILLINOIS,17,70,CLARK,23,SOYBEANS,SOYBEANS - ACRES PLANTED,"98,500"
